Language,Category,Aspect,Count,Negative,Neutral,Positive,Negative_Probability,Neutral_Probability,Positive_Probability,Aspect_Category
German,PostDoc,karriere,187,55,114,18,0.3539079896268997,0.4751575304404459,0.1709344805950388,arbeit
German,Professor,karriere,142,51,85,6,0.3710446037011037,0.4897205829095672,0.1392348134877081,arbeit
German,Unknown,karriere,98,44,51,3,0.4332323981334968,0.4467873054043371,0.1199802903895627,arbeit
German,Others,kind,75,35,34,6,0.4482118235031764,0.4135193242132663,0.1382688541089494,mensch
German,PostDoc,kind,173,73,88,12,0.459215552519167,0.4064137803853592,0.1343706724303908,mensch
German,Professor,kind,93,39,45,9,0.4421604987113706,0.4199954720153924,0.1378440276008619,mensch
German,Unknown,kind,104,57,41,6,0.5173207290040759,0.3635056921854042,0.119173581774633,mensch
German,Others,kollege,127,35,69,23,0.3421408475970658,0.4302979564279552,0.2275611960629778,deutschland
German,PostDoc,kollege,143,53,69,21,0.3767232246228031,0.4407845634341865,0.1824922080353631,deutschland
German,Professor,kollege,135,54,57,24,0.412279542632125,0.3802865289427616,0.207433930253265,deutschland
German,Unknown,kollege,87,34,39,14,0.4145152196074012,0.3768301060230568,0.2086546657307223,deutschland
German,Others,kommentar,52,25,22,5,0.4751962083033644,0.3671766451488321,0.1576271475686763,forschung
German,PostDoc,kommentar,59,30,21,8,0.4467725682119697,0.376463639186853,0.1767637936587808,forschung
German,Professor,kommentar,54,24,20,10,0.4428324528659383,0.3597111705414675,0.1974563734881855,forschung
German,Others,land,135,47,82,6,0.3924205009584073,0.481999655675005,0.1255798445048707,deutschland
German,PostDoc,land,121,55,58,8,0.463348266260683,0.4040272955682652,0.1326244365316161,deutschland
German,Professor,land,108,44,60,4,0.4393927766079152,0.4532055227361895,0.1074017005006747,deutschland
German,Unknown,land,72,35,28,9,0.5109683899208903,0.3551517478190362,0.1338798636958623,deutschland
German,Others,lehre,72,23,44,5,0.3821933523544835,0.4455177492151658,0.1722889003188659,forschung
German,PostDoc,lehre,127,39,71,17,0.3403790435042437,0.4576498541218324,0.2019711071185356,forschung
German,Professor,lehre,127,50,60,17,0.3930846324234497,0.3997544097149466,0.2071609600029123,forschung
German,Others,leute,116,59,46,11,0.4827068664840069,0.3754032674598797,0.1418898711061297,forschung
German,PD,leute,56,42,13,1,0.5933350153001291,0.3138445686948086,0.0928204070909746,forschung
German,PhD Student,leute,57,32,17,8,0.5328251369166792,0.3076442051352116,0.1595306499746807,forschung
German,PostDoc,leute,232,115,99,18,0.4749466806874963,0.3943012921091426,0.1307520298046412,forschung
German,Professor,leute,203,86,76,41,0.4292943741887661,0.354795589052104,0.2159100361718919,forschung
German,Unknown,leute,157,84,60,13,0.4934929638365462,0.3615220944592907,0.1449849464497558,forschung
German,Others,mensch,218,107,91,20,0.478966971338137,0.3741706291538313,0.146862402571143,mensch
German,PhD Student,mensch,73,39,27,7,0.468682631901274,0.3893253732829878,0.1419919913711204,mensch
German,PostDoc,mensch,187,92,75,20,0.4778100344984927,0.3792767003577023,0.142913266528338,mensch
German,Professor,mensch,170,84,69,17,0.4692670101738151,0.3798226916833835,0.1509102973046109,mensch
German,Unknown,mensch,213,107,89,17,0.5103789099400312,0.3575502350366731,0.1320708544942344,mensch
German,Others,mitarbeiter,93,16,73,4,0.2932893958703804,0.5914965796294391,0.1152140266832805,arbeit
German,PostDoc,mitarbeiter,102,39,60,3,0.4078751797696539,0.4894986958516871,0.1026261253465039,arbeit
German,Professor,mitarbeiter,82,25,51,6,0.358070993069105,0.5160964697871994,0.1258325366326039,arbeit
German,Others,mittelbau,159,47,102,10,0.3687240640931534,0.5003964760393467,0.130879462591179,politik
German,PostDoc,mittelbau,155,59,84,12,0.4057393402582214,0.4487443673274209,0.1455162917834616,politik
German,Professor,mittelbau,75,16,53,6,0.36331613595287,0.4931461980938911,0.1435376744965711,politik
German,Unknown,mittelbau,84,30,52,2,0.418890383981523,0.4679325287274661,0.1131770887988663,politik
German,Others,monat,96,27,62,7,0.3158779125272606,0.5349343615816906,0.1491877294611185,forschung
German,PhD Student,monat,51,18,27,6,0.3547460129301922,0.4614530895270553,0.1838008973418789,forschung
German,PostDoc,monat,163,61,89,13,0.3736532565000598,0.4652852283710716,0.1610615121120689,forschung
German,Professor,monat,114,44,57,13,0.3884447594091557,0.4391422740984381,0.172412967660644,forschung
German,Unknown,monat,116,37,66,13,0.3403475930561022,0.4709892813116312,0.1886631239623088,forschung
German,Others,nachwuchs,93,31,53,9,0.3910537381726567,0.425710505235099,0.1832357511745505,nachwuchs
German,PostDoc,nachwuchs,141,61,73,7,0.4204990277529185,0.4358067629158708,0.1436942056587612,nachwuchs
German,Professor,nachwuchs,122,51,63,8,0.4376047718353936,0.4086208476028481,0.1537743836305424,nachwuchs
German,Unknown,nachwuchs,67,30,32,5,0.4602050831847226,0.3765880949517239,0.1632068203762173,nachwuchs
German,Others,personal,69,22,45,2,0.3608210066846315,0.5254627718873646,0.1137162187960052,personal
German,PostDoc,personal,85,33,49,3,0.4475330017068807,0.447706350640339,0.1047606497016899,personal
German,Others,perspektive,121,22,87,12,0.2721211082217368,0.5536272884154123,0.1742516075037727,perspektive
German,PostDoc,perspektive,176,49,103,24,0.320231287443841,0.48251334044405,0.197255376308352,perspektive
German,Professor,perspektive,134,26,98,10,0.2655507267466676,0.5574147370713416,0.1770345405605969,perspektive
German,Unknown,perspektive,78,32,41,5,0.4182405901642946,0.4532553130426468,0.1285040992168852,perspektive
German,Others,politik,75,31,39,5,0.4556293358405431,0.425096180687348,0.1192744853844244,politik
German,PostDoc,politik,98,46,46,6,0.4418502184277286,0.4476996635904117,0.1104501148077602,politik
German,Professor,politik,77,33,40,4,0.4631589162465814,0.4224312721279921,0.1144098134759764,politik
German,Unknown,politik,68,31,35,2,0.4490099463830976,0.4422760304775746,0.1087140209068927,politik
German,Others,prof,83,14,60,9,0.2873693923409803,0.5319070668374918,0.1807235497083649,professur
German,PostDoc,prof,89,37,46,6,0.4176936929815271,0.429802207590154,0.1525040960483503,professur
German,Professor,prof,88,34,49,5,0.3935631433798169,0.4449739250862463,0.1614629340421577,professur
German,Unknown,prof,82,42,33,7,0.4675302029837195,0.3721803206859565,0.1602894831221641,professur
German,Others,professur,96,28,67,1,0.3605048354559888,0.5402810294957211,0.0992141386959701,professur
German,PD,professur,71,36,27,8,0.4466491422392952,0.4344590759088456,0.1188917778511072,professur
German,PhD Student,professur,57,18,31,8,0.3823854172961753,0.4699386605306676,0.1476759214542413,professur
German,PostDoc,professur,226,86,121,19,0.4252187465276338,0.4528699709531084,0.1219112837678892,professur
German,Professor,professur,309,121,172,16,0.4286637845837954,0.4541448494329035,0.1171913655643565,professur
German,Unknown,professur,112,47,63,2,0.4325604446099272,0.474088575325108,0.0933509808216642,professur
German,Others,projekt,102,24,70,8,0.2825866518907394,0.5471945048912483,0.170218840150126,promotion
German,PostDoc,projekt,144,31,94,19,0.2841833516722544,0.5225592193504175,0.1932574323921774,promotion
German,Professor,projekt,130,33,86,11,0.3219000035467056,0.5093149400387819,0.1687850523954973,promotion
German,Unknown,projekt,69,27,33,9,0.3624824067388755,0.4660975930915362,0.171419999062799,promotion
German,Others,promotion,182,53,110,19,0.3292922231030988,0.5164141289398565,0.1542936538213065,promotion
German,PhD Student,promotion,90,36,47,7,0.3885639012687736,0.4705094534075922,0.1409266369003388,promotion
German,PostDoc,promotion,229,48,170,11,0.2963926094506895,0.5644171072991654,0.139190285706559,promotion
German,Professor,promotion,251,53,186,12,0.2878674355101775,0.584304397680845,0.1278281655288727,promotion
German,Unknown,promotion,198,59,120,19,0.3453134975273801,0.4967866075610874,0.1578998990037073,promotion
German,Others,reform,101,34,58,9,0.366003074120767,0.4539944002828975,0.1800025291279843,promotion
German,PostDoc,reform,52,16,35,1,0.4104614621744706,0.4308605657603878,0.15867797874559,promotion
German,Professor,reform,83,25,50,8,0.385860097650663,0.4480421609997031,0.1660977415740489,promotion
German,Others,semester,52,15,32,5,0.3167497400337687,0.5158142581438789,0.1674359974523002,hochschule
German,PostDoc,semester,54,19,31,4,0.3826980524592929,0.4502704009689666,0.1670315462957929,hochschule
German,Unknown,semester,64,16,39,9,0.3289124346338212,0.4878653912455775,0.1832221789081813,hochschule
German,Others,situation,97,40,48,9,0.4237468709458702,0.4488140855406977,0.1274390437822673,situation
German,PostDoc,situation,120,57,51,12,0.4768020642610888,0.3937275127197305,0.1294704221111411,situation
German,Professor,situation,80,36,38,6,0.4714378963690251,0.4079101218376308,0.1206519796396605,situation
German,Unknown,situation,59,43,12,4,0.6224924391609127,0.2891509172711837,0.0883566371275711,situation
German,Others,stelle,151,54,90,7,0.3808588043891436,0.4793638410108373,0.1397773575790176,forschung
German,PhD Student,stelle,72,28,36,8,0.4073068131692707,0.4217204882038963,0.1709727009939443,forschung
German,PostDoc,stelle,272,89,161,22,0.383626701995073,0.4629623530199751,0.1534109446220099,forschung
German,Professor,stelle,265,85,159,21,0.4028232478027074,0.4534312778767549,0.1437454734981622,forschung
German,Unknown,stelle,183,72,93,18,0.4302797358829141,0.4208778217434883,0.1488424441751723,forschung
German,Others,studium,146,43,92,11,0.3354352334616322,0.5035940641920044,0.1609707031309706,hochschule
German,PostDoc,studium,95,24,62,9,0.3422125766936101,0.4923429130723601,0.1654445088517508,hochschule
German,Professor,studium,76,21,49,6,0.3285354329273104,0.5141141776387629,0.1573503913455887,hochschule
German,Unknown,studium,147,52,82,13,0.3806626561040781,0.4630577862009304,0.1562795611668605,hochschule
German,Others,stunde,67,14,49,4,0.2817855902683378,0.5919371831105716,0.1262772273995093,forschung
German,PostDoc,stunde,79,21,54,4,0.3196616185050976,0.5322818146381951,0.1480565620704164,forschung
German,Unknown,stunde,53,11,38,4,0.3144990479889906,0.5165070916684169,0.1689938501507605,forschung
German,Others,tag,113,27,64,22,0.307520076500631,0.4432337728155925,0.2492461528596097,tag
German,PostDoc,tag,143,42,79,22,0.3448549109165901,0.4354279808752186,0.2197171111519519,tag
German,Professor,tag,77,27,29,21,0.3415181195339212,0.3580090591756554,0.3004728227418351,tag
German,Unknown,tag,123,47,54,22,0.4018010080951016,0.385914687158131,0.2122843046786217,tag
German,Others,thema,238,38,161,39,0.2409863249171806,0.558975674509376,0.200038005128315,thema
German,PhD Student,thema,77,24,40,13,0.3388336989061011,0.441608953833967,0.2195573537429044,thema
German,PostDoc,thema,255,57,162,36,0.294512071752665,0.5241108300127819,0.1813771027889029,thema
German,Professor,thema,156,31,103,22,0.2750670546307586,0.5320334445494108,0.1928995027959059,thema
German,Unknown,thema,151,55,77,19,0.3807340180933081,0.4623906274036263,0.1568753484278818,thema
German,Others,uhr,184,11,158,15,0.1602654750863818,0.6771736252729011,0.1625608990738249,amp
German,PostDoc,uhr,66,10,51,5,0.2147511382954138,0.6427182972882733,0.1425305613119042,amp
German,Unknown,uhr,51,11,37,3,0.2429393816228006,0.6150992124104032,0.1419614058207062,amp
German,Others,un,51,23,27,1,0.4551719667426511,0.4328443285296945,0.1119836998519067,uni
German,PostDoc,un,70,24,40,6,0.3812312642910651,0.4637328630047185,0.1550358747797352,uni
German,Professor,un,71,27,40,4,0.4299455552138913,0.4532956701349204,0.1167587823116443,uni
German,Others,uni,420,148,248,24,0.3956247288645023,0.4829455311986662,0.121429739271601,uni
German,PhD Student,uni,135,52,62,21,0.3954117322685542,0.432835157988248,0.1717531052866467,uni
German,PostDoc,uni,555,205,315,35,0.4213173047916309,0.4557861893765024,0.1228965053200587,uni
German,Professor,uni,391,157,204,30,0.4273309244124023,0.4448378872879021,0.1278311879971943,uni
German,Unknown,uni,399,162,209,28,0.440346188591163,0.4371905658804907,0.1224632467677755,uni
German,Others,universität,175,43,122,10,0.3399530298582144,0.5477532520145177,0.11229371940451,hochschule
German,PostDoc,universität,309,91,199,19,0.3707141024467436,0.5151112394763042,0.1141746574229165,hochschule
German,Professor,universität,134,41,83,10,0.3706851522090719,0.5020381798272702,0.12727666847102,hochschule
German,Unknown,universität,130,50,71,9,0.4213975560206633,0.4581000703172042,0.1205023745218148,hochschule
German,Others,unsicherheit,54,49,4,1,0.7491510896771042,0.1978997023500225,0.0529492119051239,chance
German,Professor,unsicherheit,54,48,5,1,0.7170488390105741,0.2166365508542016,0.0663146071860359,chance
German,Others,vertrag,227,62,156,9,0.3282227460541126,0.5465667018839179,0.1252105508967905,vertrag
German,PD,vertrag,52,23,24,5,0.4426474564064007,0.4360541373921128,0.1212984004702705,vertrag
German,PhD Student,vertrag,89,25,58,6,0.3267137225549877,0.5335156190093984,0.1397706597436512,vertrag
German,PostDoc,vertrag,253,55,182,16,0.303379130273645,0.5661542226409488,0.1304666514659351,vertrag
German,Professor,vertrag,164,43,112,9,0.3043432874355192,0.5701980029073793,0.1254587054434345,vertrag
German,Unknown,vertrag,196,56,125,15,0.335935012855548,0.5263101166418317,0.1377548687730212,vertrag
German,Others,verwaltung,53,25,24,4,0.4510437365410463,0.4289116986658213,0.12004456560145,arbeit
German,PostDoc,verwaltung,53,19,33,1,0.405881599364978,0.4986385387491505,0.0954798652597193,arbeit
German,Others,video,63,16,35,12,0.2950472592834441,0.4573628769389221,0.2475898671481344,forschung
German,PostDoc,video,83,22,46,15,0.3499887407903211,0.4372048064482858,0.2128064546689211,forschung
German,Professor,video,65,23,27,15,0.381606185894746,0.3995156055459609,0.2188782159955455,forschung
German,Others,vorschlag,58,14,28,16,0.3059216679940963,0.395701128989458,0.2983771973803382,perspektive
German,PostDoc,vorschlag,109,33,51,25,0.3474662392955581,0.4071595253884245,0.2453742414422401,perspektive
German,Professor,vorschlag,78,21,43,14,0.3309633976373916,0.4392269423995644,0.2298096628286517,perspektive
German,Others,wissenschaft,699,202,454,43,0.3518142295742836,0.5226103118614152,0.1255754565084632,wissenschaft
German,PD,wissenschaft,161,70,83,8,0.4463584070666606,0.4420022034543271,0.1116393919143339,wissenschaft
German,PhD Student,wissenschaft,199,85,93,21,0.4281773602112603,0.4211297282696369,0.1506929114301824,wissenschaft
German,PostDoc,wissenschaft,844,270,507,67,0.3825000808596328,0.4850649703294039,0.1324349461571352,wissenschaft
German,Professor,wissenschaft,662,234,382,46,0.4017552753707838,0.4638838908294627,0.1343608321073349,wissenschaft
German,Unknown,wissenschaft,469,174,261,34,0.4004963663484114,0.4721047616224172,0.127398866999235,wissenschaft
German,Others,wissenschaftler,326,113,192,21,0.3932898854893958,0.4868324050234139,0.1198777089043994,wissenschaft
German,PhD Student,wissenschaftler,112,51,49,12,0.4300122521817684,0.4183217417448759,0.1516660048842562,wissenschaft
German,PostDoc,wissenschaftler,428,184,227,17,0.4473986330694545,0.4434095756803578,0.1091917892765671,wissenschaft
German,Professor,wissenschaftler,263,84,163,16,0.3912334919060817,0.477216021742091,0.1315504862030989,wissenschaft
German,Unknown,wissenschaftler,201,96,92,13,0.4647540089058046,0.4155950427277764,0.1196509512252549,wissenschaft
German,Others,wissenschaftlerin,60,22,33,5,0.3778857224310438,0.4677627501388391,0.1543515218421816,wissenschaft
German,PostDoc,wissenschaftlerin,63,17,39,7,0.3687456385010764,0.4833653789191019,0.1478889874286121,wissenschaft
German,Others,wissenschaftssystem,75,31,39,5,0.4581658815344174,0.4237380418181419,0.1180960769951343,wissenschaft
German,PostDoc,wissenschaftssystem,161,59,87,15,0.4236686082082505,0.4472972223569887,0.1290341723386359,wissenschaft
German,Professor,wissenschaftssystem,171,69,82,20,0.4401430454736913,0.4217873024618068,0.138069655343193,wissenschaft
German,Unknown,wissenschaftssystem,53,28,21,4,0.5163022195393184,0.3717486931819398,0.1119490901429978,wissenschaft
German,Others,woche,92,22,54,16,0.3048504586736468,0.4753168025256499,0.2198327359662431,amp
German,PhD Student,woche,58,21,29,8,0.3754462539057793,0.4391698439059586,0.1853839009357937,amp
German,PostDoc,woche,163,43,100,20,0.3388006900968544,0.471591164877901,0.1896081401058043,amp
German,Professor,woche,77,21,42,14,0.3354093808100207,0.4308581960375433,0.2337324256561212,amp
German,Unknown,woche,95,26,56,13,0.3637277686674344,0.4422436182044054,0.1940286165789553,amp
German,Others,wort,58,25,25,8,0.4238940330286478,0.3825117591768503,0.1935942128525468,wort
German,PostDoc,wort,93,46,25,22,0.4644115913699391,0.3175142304671387,0.2180741801156952,wort
German,Professor,wort,54,24,24,6,0.4560549150186556,0.3835960694899161,0.1603490197168731,wort
German,Others,zeit,235,70,131,34,0.3646454838124361,0.4345058355401171,0.2008486810992372,zeit
German,PhD Student,zeit,98,39,47,12,0.3956025280818647,0.4225967818376969,0.1818006886454412,zeit
German,PostDoc,zeit,363,128,198,37,0.3982471388356745,0.4355337665962779,0.1662190925129804,zeit
German,Professor,zeit,298,122,155,21,0.4259157500061012,0.4176786255666473,0.1564056273306025,zeit
German,Unknown,zeit,190,79,96,15,0.4206087087820235,0.4137529760207,0.1656383143492827,zeit
German,Others,zukunft,70,16,43,11,0.2993952238133975,0.4952846619167498,0.2053201105445623,forschung
German,PostDoc,zukunft,72,24,40,8,0.3553993452288624,0.4612624079195989,0.1833382396079185,forschung
German,Unknown,zukunft,55,18,27,10,0.3508355668999932,0.4496724231676622,0.1994920040734789,forschung
German,PostDoc,antrag,76,19,52,5,0.3296050342093957,0.519535009357098,0.1508599576589308,forschung
German,Professor,antrag,93,27,64,2,0.3524888766308625,0.5275433468081618,0.1199677694608927,forschung
German,PostDoc,arbeitgeber,53,25,27,1,0.4633412736485589,0.4273639924402507,0.1092947263200327,arbeit
German,PostDoc,arbeitszeit,53,12,39,2,0.3226491212844848,0.5764319099626452,0.1009189698071974,arbeit
German,PostDoc,argument,92,42,44,6,0.4624484910265259,0.4054730180246026,0.1320784938339467,thema
German,Professor,argument,99,53,40,6,0.514702664104977,0.3635881459434526,0.121709188493439,thema
German,PostDoc,artikel,87,24,40,23,0.3324424543300236,0.4040236157076112,0.2635339263441233,postdoc
German,Professor,artikel,55,19,25,11,0.3387833191928538,0.4167548195204951,0.2444618611511858,postdoc
German,PostDoc,ausland,75,29,38,8,0.4548271178205808,0.419497855703036,0.1256750174984335,deutschland
German,Professor,ausland,79,25,44,10,0.3884567273662814,0.4554122251140166,0.156131050820592,deutschland
German,PostDoc,beispiel,53,12,36,5,0.2804761372225464,0.509070440915958,0.2104534215803415,wort
German,PostDoc,bewerbung,65,16,47,2,0.3131188960029529,0.5531292197796015,0.1337518860800907,promotion
German,Professor,bewerbung,73,25,37,11,0.3654683351210535,0.4396044901278737,0.194927175542059,promotion
German,PostDoc,buch,90,20,50,20,0.2558430231279797,0.4728612378653553,0.271295732528799,amp
German,Professor,buch,53,5,42,6,0.2436320169846404,0.5804329844859412,0.1759350086509618,amp
German,PostDoc,bund,53,15,34,4,0.351078173180796,0.5098440855179193,0.1390777441831129,amp
German,PostDoc,bundestag,54,19,29,6,0.3770792954773814,0.4456754061910841,0.1772452972277446,tag
German,PostDoc,cdu,51,25,22,4,0.5001437368930555,0.3502039164304733,0.1496523433164054,amp
German,PostDoc,dis,65,21,38,6,0.3416792541169203,0.4914535199220364,0.1668672281389052,wort
German,PostDoc,drittmittel,93,30,60,3,0.3833131097978161,0.5097640349018958,0.1069228529870029,nachwuchs
German,Professor,drittmittel,89,28,58,3,0.3834177049274525,0.5158978324760212,0.1006844634336701,nachwuchs
German,PostDoc,erfolg,59,15,18,26,0.2595001567407684,0.3271094709003376,0.4133903794622017,ergebnis
German,PostDoc,ergebnis,80,22,51,7,0.3188827977748587,0.5209551449865103,0.1601620640954933,ergebnis
German,PostDoc,fach,60,23,31,6,0.423916615297397,0.4621431873490413,0.1139401948079466,druck
German,Professor,fach,72,30,36,6,0.3951254739529556,0.4547864313030408,0.1500880944464976,druck
German,PostDoc,forscher,57,20,34,3,0.4117310253674524,0.4647622641764189,0.1235067155212163,research
German,PostDoc,gedanke,54,18,22,14,0.340065160214349,0.3714031587458319,0.2885316865587675,bereich
German,PostDoc,gespräch,63,12,32,19,0.2754185531761438,0.4179336515565713,0.3066477977508117,forschung
German,Professor,gespräch,56,17,34,5,0.3052453426976821,0.5218926406066332,0.1728620112075337,forschung
German,PostDoc,glück,81,17,14,50,0.2517696451165793,0.2748436368541953,0.4733867244220074,bereich
German,Professor,glück,56,11,7,38,0.2438123650582773,0.2534661735408007,0.5027214619663677,bereich
German,PostDoc,interview,60,5,27,28,0.2088925362409402,0.4082939760759473,0.3828134798134366,promotion
German,PostDoc,konferenz,52,9,38,5,0.2686137466763074,0.5795617059159738,0.1518245426436456,deutschland
German,PostDoc,kopf,51,30,14,7,0.5303541755705488,0.2824582954978241,0.1871875326569173,druck
German,PostDoc,kritik,67,48,16,3,0.6206761218273817,0.3028301102345558,0.0764937708432327,perspektive
German,PostDoc,leistung,69,18,40,11,0.3454891855733981,0.4587851769790269,0.1957256363947754,arbeit
German,PostDoc,lösung,78,31,40,7,0.390816783078779,0.4491456219783196,0.1600375935817375,befristung
German,Professor,lösung,78,31,44,3,0.4609501962669385,0.430350121588279,0.1086996832671455,befristung
German,PostDoc,mittel,57,15,38,4,0.370018133926287,0.5089696930035165,0.1210121799815903,politik
German,PostDoc,möglichkeit,67,22,40,5,0.3549021017918391,0.4655780241782986,0.1795198709300871,chance
German,Professor,möglichkeit,64,18,39,7,0.3422459493158384,0.4848261573933996,0.1729278912098379,chance
German,PostDoc,person,93,30,58,5,0.3917832795971183,0.501614152103342,0.106602567458345,personal
German,Professor,person,53,25,26,2,0.4617130283336594,0.4478969149432092,0.0903900647535919,personal
German,Unknown,person,51,22,28,1,0.4382907650342174,0.4741050736869083,0.0876041569327022,personal
German,PostDoc,post,57,16,39,2,0.3380852335116319,0.5432359916076326,0.1186787741944977,postdoc
German,Professor,post,52,14,31,7,0.3039345919656065,0.4860832111623425,0.2099821921258877,postdoc
German,Unknown,post,54,18,33,3,0.3362435056931442,0.5277957218112769,0.1359607661142944,postdoc
German,PostDoc,publikation,56,20,33,3,0.3641205746680498,0.5180349362614963,0.1178444874406392,postdoc
German,PostDoc,qualifikation,65,23,41,1,0.3876099049471891,0.5117326303170278,0.1006574597496252,arbeit
German,Professor,qualifikation,57,14,41,2,0.3305005103741821,0.5572671329504565,0.1122323601882447,arbeit
German,PostDoc,realität,61,29,30,2,0.4881562518536067,0.4112006847853543,0.1006430680176517,chance
German,PostDoc,sache,73,40,25,8,0.4934739834845882,0.334569028387331,0.1719569862526777,jahr
German,Unknown,sache,53,25,22,6,0.4529782318562831,0.3596264584657718,0.1873953109431378,jahr
German,PostDoc,sauerei,67,67,0,0,0.9613400546472464,0.0268317582224731,0.011828139466025,forschung
German,PostDoc,struktur,66,16,46,4,0.3460071110589937,0.5493270312294816,0.1046658468037617,system
German,PostDoc,teil,91,27,57,7,0.3325087245103422,0.4917811377608514,0.1757101394993426,forschung
German,PostDoc,track,52,11,39,2,0.2950844296182577,0.5457772340338963,0.1591383355956237,track
German,Professor,track,87,12,67,8,0.2635414326756164,0.5416106216866394,0.1948479424905159,track
German,PostDoc,tweet,88,21,53,14,0.2900956434578719,0.4836961269293996,0.2262082348725842,deutschland
German,PostDoc,urlaub,52,22,25,5,0.4546559564769268,0.3959763713467579,0.1493676759016055,forschung
German,PostDoc,verantwortung,59,15,39,5,0.3279949936194945,0.481803325904628,0.1902016683055435,chance
German,PostDoc,wirtschaft,79,23,49,7,0.421883886232029,0.4302090483281431,0.1479070638129605,arbeit
German,Unknown,wirtschaft,72,29,39,4,0.4570824910576145,0.4128222279250622,0.130095275869179,arbeit
German,Professor,beruf,59,25,27,7,0.3854003803709806,0.4110723287498546,0.2035272838232123,forschung
German,Professor,entscheidung,59,16,42,1,0.3859301474639925,0.5089918306192099,0.1050780279467166,befristung
German,Professor,finanzierung,56,18,35,3,0.3646074840798974,0.5024374676203089,0.1329550482997936,finanzierung
German,Professor,generation,78,39,33,6,0.503790080642853,0.3485945446464495,0.1476153755106795,nachwuchs
German,Professor,habil,61,33,24,4,0.4708833596745475,0.3780862065490152,0.151030431806919,bereich
German,Professor,liebe,53,10,15,28,0.3131723295334937,0.3295813653407232,0.3572463064436924,bereich
German,Professor,punkt,90,21,47,22,0.2874787894905441,0.4269710279587242,0.2855501815262767,forschung
German,Professor,sicherheit,56,13,37,6,0.355705840446587,0.4380874303169548,0.2062067331945789,chance
German,Professor,sinn,54,37,14,3,0.5913952713211378,0.2974828932158373,0.1111218326345637,forschung
